scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_score
DSP Natural Resources & New Energy – Direct Growth,500,500,0.4671814671814672,673.0,10,Rohit Singhania,2.31,21.48,0.29941897998708844,0.8666129898013957,0.4907834101382489,6,DSP Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-0.7,44.3,12.0,0.5122077327938928
HSBC Large Cap Fund,500,5000,0.4864864864864865,1405.0,10,Neelotpal Sahai,2.6,-2.34,0.21110393802453195,0.881105743424584,0.5391705069124424,6,HSBC Mutual Fund,2,Equity,Large Cap Mutual Funds,0.0,23.3,10.6,0.5123699068864042
Nippon India Consumption Fund,100,5000,0.6795366795366795,312.0,10,Amar Kalkundrikar,4.22,8.77,0.18825048418334409,0.8754696725711218,0.4055299539170507,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6,0.5136997116193456
ICICI Pru Infrastructure Fund,100,5000,0.6332046332046332,2269.0,10,Ihab Dalwai,4.04,11.76,0.25590703679793414,0.8760064412238325,0.3894009216589862,6,ICICI Prudential Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,24.3,44.0,15.1,0.5142994822431042
Nippon India Power & Infra Fund,100,5000,0.61003861003861,1871.0,10,Sanjay Doshi,3.52,9.72,0.24299548095545512,0.8738593666129898,0.4262672811059908,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,37.2,10.1,0.5159105804029115
Nippon India Vision Fund,100,5000,0.5984555984555985,3024.0,10,Amar Kalkundrikar,3.41,2.62,0.20129115558424787,0.879495437466452,0.4700460829493088,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3,0.5168496008880447
Indiabulls Bluechip Fund,500,500,0.49034749034749037,91.0,10,Sumit Bhatnagar,2.23,-3.4,0.20593931568754031,0.880300590445518,0.5576036866359447,6,Indiabulls Mutual Fund,2,Equity,Large Cap Mutual Funds,2.0,21.3,9.5,0.5174129255886447
Sundaram Consumption Fund,100,100,0.5637065637065637,1106.0,10,Ratish Varier,3.32,0.56,0.18618463524854742,0.8765432098765432,0.5161290322580645,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8,0.5176201513915057
ICICI Pru Child Care Fund,100,5000,0.6525096525096525,844.0,10,Manish Banthia,2.86,2.18,0.14047772756617172,0.8749329039184112,0.48387096774193555,6,ICICI Prudential Mutual Fund,3,Solution Oriented,Childrens Funds,1.0,19.8,8.8,0.5183947161252189
JM Tax Gain Fund,500,500,0.5598455598455598,70.0,10,Gurvinder Singh Wasan,2.94,0.39,0.2103292446739832,0.8800322061191627,0.5,6,JM Financial Mutual Fund,3,Equity,ELSS Mutual Funds,0.9,26.2,12.8,0.5185501423537183
Union Focused Fund,500,1000,0.6061776061776062,317.0,4,Hardick Bora,3.33,1.82,0.19199483537766301,0.8778851315083199,0.47926267281105994,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,26.2,8.9,0.5188989385337992
Indiabulls Equity Hybrid Fund,500,500,0.5984555984555985,32.0,4,Sumit Bhatnagar,2.77,0.47,0.160619754680439,0.8784219001610306,0.5138248847926268,5,Indiabulls Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,20.5,8.9,0.5196006837540035
HDFC Housing Opportunities Fund,100,100,0.4942084942084942,1081.0,5,Rakesh Vyas,2.5,0.23,0.24622336991607488,0.8819108964036501,0.5276497695852536,6,HDFC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,9.8,27.1,7.9,0.5197850761874483
LIC MF Tax Plan – Direct Growth,500,500,0.5675675675675675,401.0,10,Amit Nadekar,2.55,-0.72,0.18515171078114911,0.8768115942028986,0.5230414746543779,6,LIC Mutual Fund,2,Equity,ELSS Mutual Funds,-1.9,20.5,9.9,0.5204545808240723
ICICI Pru Manufacturing Fund,100,5000,0.6563706563706564,645.0,4,Anish Tawakley,3.44,7.67,0.22182052937378952,0.880300590445518,0.41705069124423966,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,8.6,35.6,8.9,0.5207231218984869
Invesco India Financial Services Fund,100,1000,0.41698841698841704,472.0,10,Hiten Jain,2.16,1.74,0.2723047127178825,0.8765432098765432,0.5806451612903226,6,Invesco Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,5.9,22.6,10.9,0.5218254727889804
Motilal Oswal Balance Advantage Fund,500,500,0.45945945945945943,667.0,6,Santosh Singh,1.13,-4.94,0.12976113621691412,0.8717122920021471,0.6682027649769586,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6,0.5221084368126103
ICICI Pru Global Stable Equity Fund,1000,5000,0.4864864864864865,111.0,10,Rohan Maru,1.69,0.67,0.1734021949644932,0.880300590445518,0.6036866359447005,6,ICICI Prudential Mutual Fund,0,Other,FoFs Overseas,3.4,18.0,10.3,0.5221382792352587
SBI Long Term Advantage Fund,0,500,0.6756756756756757,164.0,6,R Srinivasan,3.93,12.2,0.23240800516462232,0.8784219001610306,0.3986175115207374,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,19.5,0.5222905536985019
Union Long Term Equity Fund,500,500,0.6254826254826256,573.0,10,Sanjay Bembalkar,3.97,2.09,0.20167850225952227,0.8797638217928073,0.467741935483871,6,Union Mutual Fund,4,Equity,ELSS Mutual Funds,2.3,28.5,12.8,0.5230656269392597
LIC MF Equity Hybrid Fund,1000,5000,0.5521235521235521,378.0,10,Karan Desai,2.26,-2.85,0.14486765655261458,0.8757380568974772,0.5829493087557605,6,LIC Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,-0.5,15.1,8.3,0.5242802061752653
SBI Long Term Advantage Fund,0,500,0.6795366795366795,222.0,5,R Srinivasan,3.73,4.52,0.19251129761136215,0.8776167471819646,0.44009216589861755,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,8.9,0.5255629934929886
SBI Infrastructure Fund,500,5000,0.7258687258687259,927.0,10,Bhavin Vithiani,4.0,10.52,0.20490639122014204,0.8703703703703703,0.3986175115207374,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13.0,0.5263531068025122
UTI-Core Equity Fund,500,5000,0.6486486486486487,1506.0,10,V Srivatsa,3.56,4.97,0.21626856036152356,0.8808373590982287,0.4470046082949309,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2,0.5264981565606681
ICICI Pru Banking & Financial Services – DirectGrowth,100,5000,0.42471042471042475,5871.0,10,Roshan Chutkey,2.23,3.74,0.2987734021949645,0.8784219001610306,0.5668202764976958,6,ICICI Prudential Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,7.0,24.9,9.7,0.5266014197078622
Aditya Birla SL Dividend Yield Fund,1000,1000,0.667953667953668,850.0,10,Dhaval Gala,3.78,5.04,0.20012911555842477,0.8778851315083199,0.4470046082949309,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Dividend Yield Funds,6.2,30.5,10.0,0.5266991046681664
Taurus Tax Shield – Direct Growth,500,500,0.667953667953668,59.0,10,Ramneek Kundra,2.62,2.15,0.1734021949644932,0.8754696725711218,0.4723502304147466,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6,0.5271379693681887
LIC MF Large Cap Fund,1000,5000,0.5366795366795366,648.0,10,Yogesh Patil,2.37,-3.35,0.19561007101355712,0.878690284487386,0.5622119815668203,6,LIC Mutual Fund,2,Equity,Large Cap Mutual Funds,-3.2,19.7,10.9,0.5274740532907968
Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,500,5000,0.277992277992278,2880.0,10,Sandeep Manam,0.95,0.67,0.29451258876694636,0.880300590445518,0.695852534562212,6,Franklin Templeton Mutual Fund,0,Other,FoFs Overseas,-12.1,17.4,11.6,0.5279420951475733
Union Value Discovery Fund,500,1000,0.6138996138996139,144.0,4,Sanjay Bembalkar,4.01,2.11,0.21872175597159457,0.8816425120772947,0.4815668202764978,6,Union Mutual Fund,3,Equity,Value Funds,2.9,29.7,8.9,0.5289538909662104
Nippon India Pharma Fund,100,5000,0.4517374517374517,4267.0,10,Sailesh Raj Bhan,2.09,2.71,0.2624919302775985,0.8805689747718733,0.5829493087557605,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6,0.5295559330848654
JM Flexicap Fund,500,5000,0.6254826254826256,255.0,10,Gurvinder Singh Wasan,3.67,1.75,0.2067140090380891,0.8792270531400966,0.4884792626728111,6,JM Financial Mutual Fund,4,Equity,Flexi Cap Funds,5.2,30.7,13.8,0.5304383480600414
Sundaram Medium Term Bond Fund,250,5000,0.4285714285714286,45.0,10,Dwijendra Srivastava,0.08,-0.16,0.02801807617817947,0.8827160493827161,0.7995391705069125,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3,0.530552337216019
Sundaram Diversified Equity – Direct Growth,100,500,0.6409266409266409,1623.0,10,Sudhir Kedia,3.5,0.65,0.19664299548095546,0.8792270531400966,0.48617511520737333,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9,0.5310903542921304
Indiabulls Arbitrage Fund,1000,500,0.22393822393822393,14.0,8,Sumit Bhatnagar,-1.04,0.18,0.005164622336991607,0.8695652173913043,1.0,1,Indiabulls Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,4.3,3.3,4.5,0.5311887550470648
ICICI Pru P.H.D Fund,100,5000,0.47104247104247104,2538.0,5,Dharmesh Kakkad,2.68,3.7,0.26881859264041313,0.8808373590982287,0.5737327188940092,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-6.0,25.0,8.9,0.5332525534085696
IDBI Hybrid Equity Fund,500,5000,0.6447876447876447,171.0,6,Alok Ranjan,2.66,-0.86,0.14370561652679148,0.8760064412238325,0.5391705069124424,6,IDBI Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.8,17.5,7.0,0.5340757556471083
L&T India Large Cap Fund,500,5000,0.5752895752895753,757.0,10,Venugopal Manghat,2.6,-2.34,0.21110393802453195,0.881105743424584,0.5391705069124424,6,L&T Mutual Fund,2,Equity,Large Cap Mutual Funds,0.8,33.0,12.1,0.5345706790871764
Aditya Birla SL CEF – Global Agri Plan-Direct Growth,1000,1000,0.4980694980694981,15.0,10,Vinod Narayan Bhat,1.42,0.67,0.25706907682375724,0.880300590445518,0.5668202764976958,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.3,29.4,9.3,0.5348908447617262
Aditya Birla SL Manufacturing Equity Fund,1000,1000,0.6023166023166023,613.0,8,Anil Shah,2.43,-1.7,0.1908327953518399,0.8773483628556092,0.5391705069124424,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.9,21.7,6.8,0.5355081740619652
Franklin India Opportunities Fund,500,5000,0.6911196911196912,657.0,10,R Janakiraman,3.45,4.7,0.2114912846998063,0.8797638217928073,0.4470046082949309,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.9,31.0,11.5,0.535706890801915
IDBI Focused 30 Equity Fund,500,5000,0.6216216216216217,125.0,5,Alok Ranjan,3.11,-0.57,0.20335700451904454,0.880300590445518,0.5138248847926268,6,IDBI Mutual Fund,3,Equity,Focused Funds,0.1,25.2,10.2,0.5364522400620582
Sundaram Tax Savings Fund,500,500,0.6795366795366795,930.0,10,Sudhir Kedia,3.24,1.74,0.20077469335054873,0.8797638217928073,0.4700460829493088,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9,0.5370444324651612
ICICI Pru US Bluechip Equity Fund,100,5000,0.47104247104247104,2365.0,10,Rohan Maru,1.69,0.67,0.24415752098127824,0.880300590445518,0.6082949308755761,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.8,23.4,15.9,0.5373485953577137
Edelweiss US Value Equity Offshore Fund,500,5000,0.5521235521235521,90.0,10,Bhavesh Jain,2.17,0.67,0.20800516462233698,0.880300590445518,0.5737327188940092,6,Edelweiss Mutual Fund,0,Other,FoFs Overseas,2.0,23.8,11.5,0.5382121129437787
IDBI Long Term Value Fund,500,5000,0.6447876447876447,92.0,5,Alok Ranjan,2.89,1.21,0.20968366688185927,0.880300590445518,0.4976958525345622,6,IDBI Mutual Fund,2,Equity,Value Funds,-0.1,25.4,8.9,0.5389867017668483
Tata Young Citizens Fund,500,500,0.694980694980695,257.0,10,Amey Sathe,2.85,1.44,0.19651387992253067,0.8792270531400966,0.4746543778801844,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3,0.541115367717881
Nippon India Strategic Debt Fund,100,5000,0.5405405405405405,151.0,9,Sushil Budhia,2.12,4.14,0.10535829567462879,0.8593666129898014,0.695852534562212,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,-0.9,0.5421037920204161
DSP US Flexible Equity Fund,500,500,0.5868725868725869,770.0,10,Jay Kothari,1.95,0.67,0.20826339573918654,0.880300590445518,0.5576036866359447,6,DSP Mutual Fund,0,Other,FoFs Overseas,2.2,23.8,13.6,0.5421252197328303
Bank of India Mid & Small Cap Equity & Debt Fund,1000,5000,0.7413127413127413,380.0,7,Alok Singh,2.56,10.87,0.19677211103938022,0.8752012882447665,0.4447004608294931,6,Bank of India Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,-0.3,29.3,10.4,0.5429716089858316
SBI PSU Fund,500,5000,0.5482625482625483,505.0,10,Richard Dsouza,2.32,-0.18,0.25448676565526146,0.8760064412238325,0.5576036866359447,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4,0.5431697227150024
IDBI Midcap Fund,500,5000,0.6254826254826256,176.0,6,Alok Ranjan,2.57,-5.96,0.22582311168495806,0.881105743424584,0.5184331797235023,6,IDBI Mutual Fund,1,Equity,Mid Cap Mutual Funds,-2.9,25.1,7.7,0.5445775368938633
JM Value Fund,500,5000,0.722007722007722,163.0,10,Gurvinder Singh Wasan,3.94,4.56,0.20477727566171722,0.8789586688137413,0.45852534562211983,6,JM Financial Mutual Fund,2,Equity,Value Funds,7.7,28.9,12.4,0.545045586866744
DSP Global Allocation Fund,500,500,0.5521235521235521,70.0,9,Jay Kothari,1.15,0.67,0.1369916074887024,0.880300590445518,0.6566820276497696,6,DSP Mutual Fund,0,Other,FoFs Overseas,0.6,12.6,7.9,0.5453435162870981
JM Large Cap Fund,500,5000,0.694980694980695,44.0,10,Gurvinder Singh Wasan,2.94,-0.69,0.15183989670755324,0.8730542136339238,0.534562211981567,6,JM Financial Mutual Fund,5,Equity,Large Cap Mutual Funds,1.8,18.3,10.4,0.5466846542433169
Aditya Birla SL Banking&Financial Services-DirGrowth,1000,1000,0.4517374517374517,2384.0,9,Dhaval Gala,2.07,1.24,0.32614590058102,0.8808373590982287,0.587557603686636,6,Aditya Birla Sun Life Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,5.3,24.6,9.2,0.5469055910052545
SBI Long Term Advantage Fund,0,500,0.6795366795366795,278.0,5,R Srinivasan,3.18,-0.17,0.1971594577146546,0.878690284487386,0.5069124423963134,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,8.9,0.5469858239292048
Nippon India Banking&Financial Services-DirGrowth,100,5000,0.5096525096525096,3826.0,10,Vinay Sharma,2.22,6.01,0.31904454486765654,0.8800322061191627,0.5460829493087558,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5,0.5470055896465008
Sundaram Infrastructure Advantage Fund,100,100,0.722007722007722,594.0,10,Ashish Aggarwal,2.9,6.79,0.23227888960619755,0.8733225979602791,0.4539170506912443,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1,0.549411287702909
Sundaram Global Brand Fund,100,100,0.5482625482625483,117.0,10,Rohit Seksaria,1.59,0.67,0.21536475145255002,0.880300590445518,0.6082949308755761,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7,0.549455422280551
JM Focused Fund,500,5000,0.61003861003861,42.0,10,Gurvinder Singh Wasan,2.5,-2.98,0.21226597805035508,0.8800322061191627,0.5622119815668203,6,JM Financial Mutual Fund,1,Equity,Focused Funds,3.1,19.4,8.6,0.5502461827161199
UTI-CCF Investment Plan – Direct Growth,500,1000,0.5868725868725869,685.0,10,Vetri Subramaniam,3.0,-0.7,0.20568108457069076,0.880300590445518,0.5921658986175116,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1,0.5518483055351765
Union Dynamic Bond Fund,1000,1000,0.4980694980694981,92.0,10,Parijat Agrawal,0.05,-0.29,0.03382827630729503,0.892914653784219,0.8018433179723503,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6.0,0.5521103697427472
Nippon India US Equity Opportunities Fund,100,100,0.47104247104247104,534.0,8,Kinjal Desai,1.33,0.67,0.24919302775984503,0.880300590445518,0.6566820276497696,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3,0.5531236010846134
Bank of India Large & Mid Cap Equity Fund,1000,5000,0.7297297297297297,204.0,10,Nitin Gosar,2.66,1.7,0.19728857327307942,0.878690284487386,0.4884792626728111,6,Bank of India Mutual Fund,2,Equity,Large & Mid Cap Funds,2.7,25.6,9.5,0.5540364114500228
IDBI Healthcare Fund,500,5000,0.47876447876447875,49.0,4,Alok Ranjan,1.57,-3.1,0.2614590058102001,0.8805689747718733,0.6474654377880185,6,IDBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13.0,17.1,8.9,0.55540929743445
Aditya Birla SL Infrastructure Fund,1000,1000,0.6563706563706564,562.0,10,Mahesh Patil,3.3,4.38,0.28728211749515814,0.8778851315083199,0.4884792626728111,6,Aditya Birla Sun Life Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.5,35.6,9.2,0.5580339985699609
Union Largecap Fund,1000,1000,0.694980694980695,230.0,6,Hardick Bora,3.13,-1.55,0.20839251129761135,0.881105743424584,0.5253456221198157,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9,0.5596681368904382
UTI-India Consumer Fund,500,5000,0.694980694980695,436.0,10,Vishal Chopda,2.29,-1.44,0.17391865719819238,0.8741277509393451,0.5599078341013826,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18.0,8.4,0.5600227384630057
Edelweiss Europe Dynamic Equity Offshore – Dir Growth,500,5000,0.5791505791505791,83.0,9,Bhavesh Jain,1.64,0.67,0.2433828276307295,0.880300590445518,0.5967741935483871,6,Edelweiss Mutual Fund,0,Other,FoFs Overseas,9.2,25.2,7.6,0.5607257278489469
LIC MF Flexi Cap Fund,1000,5000,0.6718146718146718,383.0,10,Amit Nadekar,2.15,-4.31,0.18076178179470626,0.8765432098765432,0.5760368663594471,6,LIC Mutual Fund,2,Equity,Flexi Cap Funds,-0.9,18.3,8.8,0.5612638152854872
UTI-Healthcare Fund,500,5000,0.5675675675675675,655.0,10,V Srivatsa,1.99,1.12,0.2618463524854745,0.880300590445518,0.6013824884792627,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9.0,22.0,12.0,0.563828344646143
UTI-Banking and Financial Services Fund,500,5000,0.5366795366795366,824.0,10,Amit Premchandani,2.17,1.05,0.3123305358295675,0.880300590445518,0.5852534562211982,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7,0.563888673082739
HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,500,5000,0.4980694980694981,8.4,9,Sonal Gupta,0.87,0.67,0.21704325371207228,0.880300590445518,0.7004608294930876,6,HSBC Mutual Fund,0,Other,FoFs Overseas,-4.2,13.6,5.7,0.5649765548824225
UTI-Infrastructure Fund,500,5000,0.7413127413127413,1445.0,10,Sachin Trivedi,2.9,3.52,0.22879276952872818,0.8730542136339238,0.4930875576036867,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28.0,9.4,0.5650634877182581
Bank of India Arbitrage Fund,1000,5000,0.3783783783783784,12.0,5,Alok Singh,-1.14,0.24,0.004260813428018075,0.8690284487385936,0.9907834101382489,1,Bank of India Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,4.2,3.4,8.9,0.5667005107407925
ICICI Pru Long Term Equity Fund,500,500,0.4749034749034749,9819.0,10,Harish Bihani,0.06,6.9,0.04893479664299548,0.9903381642512078,0.8018433179723503,6,ICICI Prudential Mutual Fund,3,Equity,ELSS Mutual Funds,-0.2,27.1,11.5,0.5695801961285643
LIC MF Banking & Fina Serv Fund,1000,5000,0.5945945945945946,121.0,8,Jaiprakash Toshniwal,2.19,0.9,0.2823757262750161,0.8778851315083199,0.587557603686636,6,LIC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.9,22.7,8.5,0.5710868876250574
LIC MF Children’s Gift Fund,1000,5000,0.7181467181467182,12.0,10,Karan Desai,2.54,-3.65,0.16500968366688185,0.8792270531400966,0.5829493087557605,6,LIC Mutual Fund,1,Solution Oriented,Childrens Funds,-1.9,17.1,7.6,0.5715193037081474
Taurus Infrastructure Fund,1000,5000,0.7799227799227799,5.12,10,Neha Raichura,2.68,3.64,0.20593931568754031,0.870101986044015,0.5069124423963134,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9,0.5725596538302771
HDFC Infrastructure Fund,100,100,0.6756756756756757,593.0,10,Rakesh Vyas,3.12,2.65,0.3023886378308586,0.878690284487386,0.511520737327189,6,HDFC Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,16.5,34.3,5.3,0.5737103564722675
IDBI Banking & Financial Services Fund,500,5000,0.5791505791505791,81.0,5,Alok Ranjan,1.99,-1.2,0.28857327307940606,0.8781535158346753,0.6082949308755761,6,IDBI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,4.8,20.3,8.9,0.5750501454871042
Aditya Birla SL Inter Equity – Plan A-Direct Growth,1000,1000,0.6756756756756757,108.0,10,Vinod Narayan Bhat,1.28,0.67,0.17714654615881212,0.880300590445518,0.6244239631336406,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,0.9,17.7,10.4,0.5765928624878177
DSP World Mining Fund,500,500,0.5791505791505791,188.0,10,Jay Kothari,1.68,0.67,0.36229825693996126,0.880300590445518,0.5622119815668203,6,DSP Mutual Fund,0,Other,FoFs Overseas,-5.4,37.1,15.0,0.5800859215817848
Taurus Banking & Financial Services-Direct Growth,1000,5000,0.6409266409266409,8.91,10,Hardik Shah,2.12,-0.23,0.2879276952872821,0.8784219001610306,0.5967741935483871,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,21.9,11.9,0.586930222150203
Baroda BNP Paribas Banking&Fin Serv Fund,500,5000,0.6293436293436293,69.0,10,Miten Vora,1.77,-2.87,0.2918011620400258,0.8789586688137413,0.6221198156682028,6,Baroda BNP Paribas Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,6.6,19.2,9.1,0.5927138763091229
Bank of India Balanced Advantage Fund,1000,5000,0.7992277992277992,90.0,9,Alok Singh,1.81,-1.05,0.139057456423499,0.8695652173913043,0.6244239631336406,6,Bank of India Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,13.6,12.1,5.1,0.5958115463311776
SBI Magnum Comma Fund,500,5000,0.7837837837837838,417.0,10,Richard Dsouza,2.37,1.41,0.2693350548741123,0.8835212023617821,0.5253456221198157,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3,0.5975876367727752
